,pred_idx
5795,1
5796,1
5797,0
5798,1
5799,0
5800,0
5801,1
5802,1
5803,0
5804,0
5805,1
5806,0
5807,1
5808,0
5809,0
5810,0
5811,1
5812,1
5813,0
5814,1
5815,0
5816,0
5817,0
5818,1
5819,0
5820,1
5821,1
5822,0
5823,0
5824,0
5825,0
5826,0
5827,1
5828,1
5829,0
5830,0
5831,0
5832,1
5833,0
5834,1
5835,1
5836,1
5837,0
5838,1
5839,0
5840,1
5841,1
5842,0
5843,1
5844,0
5845,1
5846,1
5847,0
5848,0
5849,1
5850,0
5851,1
5852,0
5853,0
5854,0
5855,0
5856,1
5857,0
5858,0
5859,1
5860,0
5861,0
5862,0
5863,1
5864,1
5865,1
5866,1
5867,1
5868,0
5869,1
5870,1
5871,1
5872,0
5873,1
5874,0
5875,1
5876,0
5877,0
5878,1
5879,0
5880,1
5881,1
5882,0
5883,0
5884,0
5885,1
5886,0
5887,1
5888,0
5889,1
5890,0
5891,1
5892,0
5893,1
5894,1
5895,1
5896,1
5897,0
5898,0
5899,1
5900,0
5901,1
5902,1
5903,0
5904,1
5905,0
5906,0
5907,1
5908,0
5909,0
5910,1
5911,1
5912,0
5913,1
5914,1
5915,1
5916,0
5917,0
5918,1
5919,0
5920,1
5921,1
5922,0
5923,0
5924,1
5925,1
5926,0
5927,1
5928,1
5929,1
5930,0
5931,1
5932,1
5933,1
5934,0
5935,0
5936,1
5937,0
5938,0
5939,1
5940,0
5941,1
5942,1
5943,1
5944,1
5945,0
5946,0
5947,1
5948,0
5949,1
5950,1
5951,0
5952,1
5953,0
5954,0
5955,0
5956,0
5957,1
5958,0
5959,1
5960,1
5961,0
5962,0
5963,0
5964,1
5965,0
5966,1
5967,0
5968,0
5969,0
5970,0
5971,0
5972,0
5973,1
5974,1
5975,0
5976,1
5977,0
5978,0
5979,1
5980,1
5981,0
5982,1
5983,0
5984,1
5985,1
5986,0
5987,1
5988,1
5989,1
5990,0
5991,0
5992,0
5993,0
5994,0
5995,0
5996,1
5997,0
5998,1
5999,1
6000,0
6001,0
6002,0
6003,1
6004,1
6005,0
6006,0
6007,0
6008,0
6009,1
6010,0
6011,1
6012,1
6013,1
6014,0
6015,1
6016,0
6017,0
6018,0
6019,1
6020,1
6021,1
6022,1
6023,0
6024,1
6025,0
6026,1
6027,0
6028,0
6029,0
6030,0
6031,1
6032,1
6033,1
6034,0
6035,1
6036,1
6037,1
6038,0
6039,0
6040,0
6041,1
6042,0
6043,0
6044,1
6045,1
6046,0
6047,1
6048,1
6049,1
6050,0
6051,0
6052,0
6053,0
6054,0
6055,0
6056,0
6057,1
6058,1
6059,1
6060,0
6061,1
6062,1
6063,1
6064,1
6065,0
6066,0
6067,0
6068,1
6069,0
6070,0
6071,0
6072,0
6073,1
6074,1
6075,0
6076,0
6077,1
6078,1
6079,0
6080,0
6081,1
6082,0
6083,1
6084,0
6085,1
6086,0
6087,0
6088,1
6089,1
6090,1
6091,1
6092,0
6093,0
6094,0
6095,1
6096,1
6097,0
6098,0
6099,1
6100,0
6101,1
6102,0
6103,1
6104,0
6105,1
6106,0
6107,1
6108,0
6109,1
6110,0
6111,0
6112,0
6113,1
6114,1
6115,0
6116,1
6117,1
6118,0
6119,0
6120,1
6121,1
6122,1
6123,1
6124,1
6125,1
6126,0
6127,1
6128,0
6129,0
6130,1
6131,1
6132,0
6133,1
6134,1
6135,0
6136,1
6137,1
6138,0
6139,1
6140,1
6141,1
6142,1
6143,1
6144,0
6145,0
6146,1
6147,1
6148,1
6149,1
6150,0
6151,0
6152,1
6153,0
6154,1
6155,1
6156,1
6157,1
6158,0
6159,1
6160,1
6161,0
6162,1
6163,1
6164,0
6165,0
6166,1
6167,0
6168,1
6169,1
6170,0
6171,0
6172,0
6173,0
6174,0
6175,0
6176,0
6177,0
6178,1
6179,0
6180,1
6181,0
6182,0
6183,1
6184,0
6185,0
6186,1
6187,0
6188,0
6189,1
6190,1
6191,1
6192,1
6193,1
6194,1
6195,0
6196,1
6197,0
6198,0
6199,0
6200,0
6201,1
6202,1
6203,0
6204,0
6205,0
6206,0
6207,1
6208,1
6209,0
6210,0
6211,0
6212,1
6213,1
6214,1
6215,1
6216,0
6217,0
6218,1
6219,0
6220,0
6221,1
6222,1
6223,0
6224,1
6225,0
6226,0
6227,1
6228,0
6229,1
6230,0
6231,0
6232,1
6233,0
6234,1
6235,0
6236,1
6237,1
6238,0
6239,0
6240,1
6241,0
6242,0
6243,0
6244,0
6245,0
6246,1
6247,1
6248,1
6249,0
6250,1
6251,0
6252,0
6253,0
6254,1
6255,0
6256,0
6257,0
6258,0
6259,1
6260,0
6261,1
6262,1
6263,0
6264,0
6265,1
6266,0
6267,0
6268,0
6269,0
6270,0
6271,1
6272,0
6273,1
6274,0
6275,0
6276,1
6277,0
6278,0
6279,0
6280,0
6281,1
6282,0
6283,1
6284,0
6285,0
6286,1
6287,1
6288,0
6289,0
6290,0
6291,0
6292,0
6293,1
6294,1
6295,0
6296,1
6297,1
6298,0
6299,1
6300,1
6301,1
6302,1
6303,1
6304,0
6305,0
6306,1
6307,0
6308,0
6309,0
6310,1
6311,1
6312,1
6313,1
6314,1
6315,0
6316,0
6317,1
6318,0
6319,1
6320,1
6321,0
6322,0
6323,0
6324,0
6325,1
6326,0
6327,0
6328,1
6329,0
6330,0
6331,1
6332,0
6333,0
6334,1
6335,0
6336,1
6337,1
6338,1
6339,1
6340,0
6341,1
6342,1
6343,1
6344,1
6345,1
6346,0
6347,1
6348,0
6349,1
6350,0
6351,0
6352,1
6353,1
6354,0
6355,0
6356,0
6357,0
6358,0
6359,1
6360,0
6361,1
6362,0
6363,0
6364,0
6365,1
6366,0
6367,0
6368,1
6369,1
6370,0
6371,0
6372,1
6373,1
6374,0
6375,1
6376,1
6377,1
6378,1
6379,0
6380,1
6381,0
6382,1
6383,1
6384,0
6385,1
6386,0
6387,1
6388,0
6389,1
6390,1
6391,1
6392,1
6393,0
6394,1
6395,0
6396,0
6397,0
6398,1
6399,0
6400,0
6401,1
6402,0
6403,1
6404,0
6405,1
6406,0
6407,0
6408,1
6409,0
6410,0
6411,0
6412,0
6413,0
6414,1
6415,1
6416,0
6417,0
6418,0
6419,0
6420,1
6421,1
6422,1
6423,1
6424,0
6425,0
6426,0
6427,1
6428,0
6429,0
6430,0
6431,1
6432,0
6433,1
6434,0
6435,1
6436,1
6437,1
6438,1
6439,0
6440,0
6441,0
6442,0
6443,0
6444,0
6445,0
6446,1
6447,1
6448,0
6449,0
6450,0
6451,1
6452,1
6453,1
6454,1
6455,0
6456,0
6457,1
6458,1
6459,1
6460,1
6461,0
6462,0
6463,0
6464,1
6465,1
6466,1
6467,0
6468,1
6469,0
6470,1
6471,0
6472,1
6473,1
6474,0
6475,1
6476,0
6477,1
6478,0
6479,1
6480,1
6481,0
6482,1
6483,1
6484,0
6485,0
6486,1
6487,0
6488,1
6489,1
6490,1
6491,1
6492,1
6493,1
6494,1
6495,0
6496,1
6497,0
6498,0
6499,1
6500,0
6501,1
6502,1
6503,1
6504,0
6505,0
6506,1
6507,0
6508,0
6509,1
6510,1
6511,1
6512,1
6513,1
6514,1
6515,0
6516,1
6517,1
6518,0
6519,0
6520,0
6521,1
6522,0
6523,1
6524,0
6525,0
6526,1
6527,0
6528,1
6529,1
6530,1
6531,0
6532,1
6533,0
6534,1
6535,0
6536,0
6537,0
6538,1
6539,1
6540,1
6541,0
6542,1
6543,1
6544,1
6545,0
6546,0
6547,0
6548,1
6549,0
6550,0
6551,1
6552,1
6553,1
6554,0
6555,0
6556,0
6557,0
6558,0
6559,0
6560,1
6561,1
6562,0
6563,0
6564,1
6565,0
6566,0
6567,1
6568,1
6569,1
6570,0
6571,1
6572,0
6573,0
6574,1
6575,0
6576,1
6577,1
6578,0
6579,1
6580,0
6581,1
6582,0
6583,1
6584,1
6585,1
6586,0
6587,0
6588,0
6589,0
6590,1
6591,1
6592,1
6593,0
6594,0
6595,0
6596,0
6597,0
6598,1
6599,1
6600,0
6601,1
6602,1
6603,0
6604,1
6605,0
6606,0
6607,1
6608,1
6609,1
6610,0
6611,0
6612,1
6613,1
6614,0
6615,1
6616,0
6617,1
6618,1
6619,1
6620,0
6621,0
6622,1
6623,1
6624,0
6625,1
6626,1
6627,1
6628,1
6629,1
6630,1
6631,0
6632,1
6633,1
6634,1
6635,0
6636,0
6637,0
6638,0
6639,1
6640,0
6641,0
6642,1
6643,1
6644,1
6645,0
6646,0
6647,0
6648,0
6649,1
6650,1
6651,1
6652,0
6653,1
6654,0
6655,0
6656,0
6657,1
6658,1
6659,1
6660,0
6661,0
6662,0
6663,1
6664,0
6665,1
6666,0
6667,0
6668,0
6669,1
6670,1
6671,1
6672,0
6673,1
6674,0
6675,1
6676,0
6677,0
6678,1
6679,0
6680,0
6681,0
6682,0
6683,0
6684,0
6685,0
6686,0
6687,1
6688,0
6689,0
6690,1
6691,0
6692,0
6693,0
6694,0
6695,0
6696,1
6697,0
6698,0
6699,0
6700,1
6701,0
6702,0
6703,1
6704,1
6705,0
6706,0
6707,1
6708,1
6709,0
6710,1
6711,1
6712,1
6713,0
6714,0
6715,0
6716,1
6717,0
6718,0
6719,1
6720,0
6721,1
6722,1
6723,1
6724,1
6725,0
6726,0
6727,1
6728,1
6729,0
6730,1
6731,1
6732,1
6733,0
6734,1
6735,0
6736,1
6737,0
6738,0
6739,1
6740,0
6741,1
6742,1
6743,1
6744,1
6745,0
6746,0
6747,0
6748,0
6749,1
6750,1
6751,0
6752,1
6753,0
6754,1
6755,0
6756,0
6757,1
6758,0
6759,1
6760,1
6761,1
6762,1
6763,0
6764,0
6765,0
6766,0
6767,0
6768,1
6769,0
6770,0
6771,1
6772,0
6773,0
6774,0
6775,0
6776,0
6777,0
6778,1
6779,0
6780,0
6781,1
6782,0
6783,1
6784,0
6785,0
6786,0
6787,0
6788,1
6789,1
6790,0
6791,0
6792,0
6793,0
6794,0
6795,1
6796,0
6797,1
6798,0
6799,0
6800,1
6801,1
6802,0
6803,1
6804,1
6805,1
6806,1
6807,0
6808,0
6809,0
6810,0
6811,1
6812,1
6813,1
6814,1
6815,1
6816,0
6817,1
6818,1
6819,0
6820,1
6821,0
6822,0
6823,1
6824,0
6825,0
6826,0
6827,1
6828,1
6829,0
6830,1
6831,1
6832,0
6833,0
6834,0
6835,0
6836,1
6837,0
6838,0
6839,1
6840,1
6841,1
6842,1
6843,0
6844,0
6845,1
6846,1
6847,0
6848,1
6849,0
6850,0
6851,0
6852,1
6853,1
6854,1
6855,0
6856,0
6857,1
6858,1
6859,0
6860,0
6861,0
6862,1
6863,1
6864,1
6865,0
6866,0
6867,0
6868,1
6869,0
6870,0
6871,0
6872,1
6873,0
6874,0
6875,0
6876,0
6877,1
6878,1
6879,0
6880,0
6881,1
6882,0
6883,1
6884,1
6885,0
6886,1
6887,1
6888,0
6889,1
6890,0
6891,1
6892,1
6893,0
6894,0
6895,1
6896,0
6897,1
6898,1
6899,1
6900,1
6901,0
6902,0
6903,1
6904,1
6905,1
6906,1
6907,1
6908,1
6909,1
6910,0
6911,1
6912,0
6913,0
6914,0
6915,0
6916,1
6917,0
6918,1
6919,1
6920,1
6921,1
6922,0
6923,0
6924,0
6925,0
6926,0
6927,1
6928,0
6929,0
6930,1
6931,1
6932,0
6933,1
6934,0
6935,1
6936,1
6937,1
6938,1
6939,1
6940,0
6941,0
6942,0
6943,1
6944,1
6945,0
6946,1
6947,1
6948,0
6949,0
6950,1
6951,0
6952,0
6953,1
6954,0
6955,0
6956,1
6957,1
6958,0
6959,0
6960,0
6961,1
6962,1
6963,0
6964,0
6965,0
6966,1
6967,1
6968,1
6969,0
6970,1
6971,0
6972,0
6973,0
6974,1
6975,0
6976,0
6977,0
6978,1
6979,0
6980,0
6981,0
6982,0
6983,1
6984,1
6985,0
6986,0
6987,1
6988,0
6989,0
6990,1
6991,1
6992,0
6993,1
6994,0
6995,0
6996,0
6997,1
6998,1
6999,0
7000,1
7001,1
7002,0
7003,1
7004,0
7005,0
7006,1
7007,1
7008,1
7009,0
7010,1
7011,1
7012,0
7013,1
7014,0
7015,0
7016,1
7017,0
7018,1
7019,0
7020,1
7021,0
7022,0
7023,0
7024,1
7025,1
7026,1
7027,0
7028,1
7029,0
7030,0
7031,1
7032,0
7033,0
7034,0
7035,1
7036,1
7037,1
7038,1
7039,1
7040,1
7041,0
7042,0
7043,1
7044,1
7045,0
7046,0
7047,0
7048,0
7049,0
7050,0
7051,1
7052,1
7053,0
7054,1
7055,0
7056,0
7057,0
7058,0
7059,0
7060,1
7061,1
7062,1
7063,0
7064,1
7065,1
7066,1
7067,0
7068,0
7069,0
7070,0
7071,0
7072,1
7073,0
7074,0
7075,1
7076,0
7077,0
7078,0
7079,0
7080,1
7081,0
7082,0
7083,1
7084,1
7085,0
7086,1
7087,1
7088,0
7089,1
7090,0
7091,0
7092,1
7093,1
7094,0
7095,1
7096,1
7097,1
7098,0
7099,0
7100,1
7101,0
7102,0
7103,1
7104,0
7105,1
7106,0
7107,0
7108,1
7109,1
7110,1
7111,1
7112,0
7113,0
7114,1
7115,1
7116,0
7117,0
7118,1
7119,1
7120,0
7121,0
7122,0
7123,0
7124,1
7125,0
7126,0
7127,0
7128,1
7129,1
7130,0
7131,1
7132,1
7133,1
7134,0
7135,1
7136,0
7137,0
7138,0
7139,1
7140,1
7141,0
7142,1
7143,0
7144,1
7145,1
7146,0
7147,1
7148,1
7149,1
7150,1
7151,1
7152,0
7153,1
7154,0
7155,0
7156,1
7157,1
7158,1
7159,1
7160,1
7161,1
7162,0
7163,1
7164,1
7165,0
7166,1
7167,1
7168,0
7169,1
7170,0
7171,0
7172,1
7173,0
7174,0
7175,0
7176,0
7177,0
7178,1
7179,0
7180,1
7181,1
7182,1
7183,1
7184,0
7185,0
7186,0
7187,0
7188,0
7189,0
7190,0
7191,1
7192,1
7193,1
7194,0
7195,0
7196,0
7197,0
7198,0
7199,1
7200,0
7201,1
7202,1
7203,1
7204,0
7205,0
7206,0
7207,1
7208,0
7209,0
7210,0
7211,1
7212,1
7213,0
7214,0
7215,0
7216,1
7217,1
7218,1
7219,1
7220,1
7221,0
7222,1
7223,0
7224,1
7225,0
7226,0
7227,1
7228,0
7229,1
7230,0
7231,1
7232,1
7233,1
7234,1
7235,1
7236,1
7237,1
7238,0
7239,0
7240,1
7241,1
7242,1
7243,0
7244,1
7245,1
7246,1
7247,0
7248,0
7249,1
7250,0
7251,0
7252,0
7253,1
7254,1
7255,1
7256,0
7257,1
7258,0
7259,1
7260,0
7261,0
7262,0
7263,0
7264,1
7265,0
7266,0
7267,1
7268,0
7269,1
7270,1
7271,1
7272,0
7273,1
7274,1
7275,1
7276,1
7277,0
7278,0
7279,1
7280,0
7281,0
7282,0
7283,1
7284,0
7285,1
7286,1
7287,0
7288,1
7289,0
7290,1
7291,1
7292,0
7293,0
7294,1
7295,1
7296,1
7297,1
7298,1
7299,1
7300,1
7301,0
7302,0
7303,0
7304,0
7305,1
7306,0
7307,0
7308,1
7309,0
7310,1
7311,0
7312,1
7313,0
7314,1
7315,1
7316,1
7317,0
7318,1
7319,1
7320,1
7321,0
7322,1
7323,0
7324,1
7325,1
7326,0
7327,0
7328,1
7329,1
7330,1
7331,1
7332,1
7333,0
7334,0
7335,0
7336,1
7337,0
7338,1
7339,0
7340,0
7341,0
7342,1
7343,0
7344,0
7345,0
7346,0
7347,0
7348,0
7349,1
7350,1
7351,0
7352,0
7353,0
7354,0
7355,1
7356,0
7357,1
7358,0
7359,0
7360,0
7361,1
7362,0
7363,1
7364,1
7365,0
7366,0
7367,1
7368,0
7369,0
7370,0
7371,0
7372,0
7373,1
7374,0
7375,1
7376,1
7377,0
7378,1
7379,0
7380,1
7381,1
7382,1
7383,1
7384,0
7385,1
7386,1
7387,0
7388,1
7389,1
7390,1
7391,0
7392,0
7393,1
7394,1
7395,1
7396,0
7397,1
7398,1
7399,0
7400,1
7401,1
7402,1
7403,0
7404,0
7405,0
7406,0
7407,1
7408,0
7409,1
7410,1
7411,0
7412,0
7413,0
7414,0
7415,0
7416,1
7417,0
7418,0
7419,1
7420,0
7421,1
7422,1
7423,0
7424,1
7425,1
7426,1
7427,0
7428,0
7429,0
7430,0
7431,1
7432,0
7433,1
7434,1
7435,0
7436,1
7437,0
7438,1
7439,0
7440,0
7441,0
7442,0
7443,1
7444,1
7445,1
7446,1
7447,0
7448,1
7449,1
7450,0
7451,0
7452,0
7453,0
7454,1
7455,0
7456,0
7457,0
7458,0
7459,0
7460,1
7461,0
7462,0
7463,1
7464,0
7465,0
7466,0
7467,1
7468,1
7469,1
7470,1
7471,1
7472,1
7473,1
7474,1
7475,1
7476,1
7477,1
7478,1
7479,0
7480,1
7481,1
7482,0
7483,1
7484,0
7485,0
7486,0
7487,1
7488,1
7489,1
7490,0
7491,1
7492,0
7493,1
7494,1
7495,0
7496,1
7497,1
7498,1
7499,0
7500,0
7501,0
7502,0
7503,1
7504,1
7505,0
7506,1
7507,1
7508,0
7509,1
7510,1
7511,0
7512,0
7513,0
7514,1
7515,0
7516,0
7517,0
7518,0
7519,1
7520,1
7521,0
7522,0
7523,1
7524,0
7525,0
7526,0
7527,1
7528,0
7529,0
7530,1
7531,0
7532,0
7533,0
7534,0
7535,0
7536,1
7537,1
7538,0
7539,0
7540,1
7541,0
7542,0
7543,0
7544,1
7545,1
7546,0
7547,1
7548,0
7549,0
7550,1
7551,1
7552,0
7553,0
7554,0
7555,1
7556,0
7557,0
7558,1
7559,0
7560,0
7561,0
7562,1
7563,0
7564,1
7565,0
7566,1
7567,1
7568,1
7569,0
7570,0
7571,1
7572,1
7573,0
7574,1
7575,0
7576,1
7577,0
7578,1
7579,1
7580,1
7581,0
7582,1
7583,1
7584,0
7585,1
7586,1
7587,1
7588,0
7589,0
7590,1
7591,1
7592,0
7593,0
7594,1
7595,0
7596,1
7597,0
7598,1
7599,0
7600,0
7601,0
7602,0
7603,1
7604,1
7605,0
7606,1
7607,0
7608,1
7609,1
7610,0
7611,0
7612,0
7613,1
7614,0
7615,1
7616,0
7617,1
7618,0
7619,0
7620,1
7621,1
7622,0
7623,0
7624,1
7625,1
7626,0
7627,0
7628,0
7629,1
7630,0
7631,0
7632,1
7633,1
7634,1
7635,1
7636,1
7637,0
7638,0
7639,0
7640,1
7641,1
7642,1
7643,1
7644,1
7645,1
7646,1
7647,0
7648,1
7649,1
7650,1
7651,1
7652,1
7653,0
7654,1
7655,0
7656,1
7657,1
7658,0
7659,1
7660,1
7661,1
7662,0
7663,0
7664,1
7665,0
7666,0
7667,1
7668,0
7669,0
7670,0
7671,0
7672,0
7673,1
7674,1
7675,1
7676,0
7677,1
7678,0
7679,1
7680,0
7681,1
7682,0
7683,0
7684,0
7685,1
7686,1
7687,0
7688,0
7689,0
7690,0
7691,1
7692,0
7693,0
7694,0
7695,0
7696,0
7697,1
7698,1
7699,1
7700,1
7701,1
7702,0
7703,0
7704,1
7705,0
7706,0
7707,1
7708,0
7709,1
7710,0
7711,0
7712,0
7713,1
7714,1
7715,0
7716,1
7717,1
7718,0
7719,1
7720,0
7721,1
7722,1
7723,0
7724,1
7725,1
7726,0
7727,0
7728,0
7729,0
7730,1
7731,0
7732,1
7733,1
7734,0
7735,1
7736,1
7737,0
7738,0
7739,0
7740,0
7741,0
7742,1
7743,1
7744,0
7745,0
7746,1
7747,1
7748,1
7749,1
7750,1
7751,0
7752,1
7753,1
7754,1
7755,1
7756,1
7757,0
7758,1
7759,1
7760,1
7761,0
7762,1
7763,1
7764,0
7765,0
7766,1
7767,0
7768,0
7769,1
7770,1
7771,0
7772,0
7773,0
7774,1
7775,1
7776,0
7777,0
7778,0
7779,1
7780,1
7781,0
7782,1
7783,0
7784,0
7785,0
7786,0
7787,0
7788,1
7789,0
7790,1
7791,1
7792,0
7793,0
7794,1
7795,1
7796,1
7797,0
7798,0
7799,1
7800,0
7801,1
7802,0
7803,1
7804,1
7805,0
7806,0
7807,1
7808,1
7809,1
7810,1
7811,1
7812,1
7813,1
7814,1
7815,0
7816,0
7817,1
7818,1
7819,1
7820,0
7821,1
7822,1
7823,1
7824,0
7825,0
7826,0
7827,0
7828,1
7829,1
7830,0
7831,0
7832,1
7833,1
7834,1
7835,1
7836,0
7837,1
7838,1
7839,1
7840,1
7841,1
7842,1
7843,0
7844,0
7845,0
7846,1
7847,0
7848,0
7849,0
7850,0
7851,0
7852,0
7853,0
7854,1
7855,0
7856,1
7857,0
7858,0
7859,0
7860,0
7861,1
7862,0
7863,1
7864,1
7865,1
7866,1
7867,1
7868,0
7869,0
7870,0
7871,1
7872,1
7873,1
7874,0
7875,0
7876,0
7877,0
7878,0
7879,1
7880,1
7881,0
7882,1
7883,0
7884,0
7885,0
7886,0
7887,0
7888,1
7889,0
7890,0
7891,0
7892,1
7893,0
7894,0
7895,0
7896,1
7897,0
7898,1
7899,0
7900,1
7901,0
7902,1
7903,0
7904,1
7905,0
7906,0
7907,0
7908,1
7909,1
7910,0
7911,0
7912,0
7913,1
7914,0
7915,0
7916,0
7917,1
7918,1
7919,0
7920,1
7921,1
7922,0
7923,1
7924,0
7925,0
7926,1
7927,0
7928,0
7929,0
7930,0
7931,0
7932,0
7933,0
7934,0
7935,0
7936,1
7937,1
7938,0
7939,0
7940,0
7941,1
7942,0
7943,1
7944,1
7945,1
7946,0
7947,0
7948,1
7949,0
7950,1
7951,1
7952,0
7953,0
7954,0
7955,0
7956,0
7957,0
7958,1
7959,0
7960,1
7961,0
7962,0
7963,0
7964,0
7965,1
7966,0
7967,0
7968,0
7969,1
7970,1
7971,1
7972,1
7973,0
7974,0
7975,1
7976,1
7977,0
7978,0
7979,0
7980,1
7981,0
7982,1
7983,0
7984,1
7985,1
7986,1
7987,0
7988,0
7989,1
7990,1
7991,1
7992,0
7993,1
7994,1
7995,1
7996,0
7997,1
7998,0
7999,0
8000,0
8001,0
8002,1
8003,0
8004,1
8005,0
8006,1
8007,1
8008,1
8009,1
8010,1
8011,1
8012,0
8013,1
8014,0
8015,1
8016,1
8017,0
8018,1
8019,0
8020,0
8021,0
8022,1
8023,1
8024,1
8025,0
8026,0
8027,1
8028,0
8029,1
8030,0
8031,0
8032,0
8033,1
8034,0
8035,1
8036,0
8037,0
8038,0
8039,0
8040,1
8041,0
8042,0
8043,0
8044,0
8045,0
8046,0
8047,0
8048,1
8049,1
8050,1
8051,0
8052,0
8053,0
8054,1
8055,1
8056,0
8057,1
8058,0
8059,0
8060,1
8061,1
8062,0
8063,0
8064,0
8065,0
8066,1
8067,1
8068,0
8069,0
8070,1
8071,0
8072,0
8073,0
8074,1
8075,1
8076,0
8077,1
8078,0
8079,1
8080,1
8081,0
8082,0
8083,0
8084,1
8085,1
8086,0
8087,1
8088,0
8089,0
8090,1
8091,0
8092,1
8093,0
8094,1
8095,1
8096,0
8097,0
8098,1
8099,1
8100,1
8101,0
8102,0
8103,1
8104,0
8105,0
8106,0
8107,1
8108,1
8109,1
8110,0
8111,1
8112,0
8113,1
8114,1
8115,1
8116,1
8117,1
8118,0
8119,1
8120,0
8121,0
8122,0
8123,0
8124,0
8125,1
8126,0
8127,0
8128,0
8129,0
8130,1
8131,0
8132,0
8133,0
8134,0
8135,0
8136,1
8137,0
8138,1
8139,0
8140,1
8141,1
8142,1
8143,1
8144,1
8145,0
8146,0
8147,1
8148,0
8149,0
8150,0
8151,1
8152,0
8153,0
8154,1
8155,0
8156,0
8157,0
8158,0
8159,1
8160,0
8161,0
8162,0
8163,0
8164,1
8165,0
8166,1
8167,1
8168,1
8169,0
8170,1
8171,0
8172,1
8173,1
8174,0
8175,1
8176,0
8177,1
8178,0
8179,0
8180,0
8181,0
8182,0
8183,0
8184,1
8185,1
8186,1
8187,0
8188,0
8189,0
8190,0
8191,1
8192,0
8193,1
8194,0
8195,0
8196,0
8197,1
8198,1
8199,1
8200,1
8201,1
8202,1
8203,1
8204,1
8205,0
8206,0
8207,1
8208,1
8209,0
8210,1
8211,1
8212,0
8213,0
8214,1
8215,0
8216,1
8217,0
8218,0
8219,0
8220,1
8221,1
8222,1
8223,0
8224,0
8225,0
8226,0
8227,1
8228,1
8229,1
8230,1
8231,1
8232,0
8233,0
8234,0
8235,0
8236,1
8237,0
8238,1
8239,0
8240,0
8241,0
8242,0
8243,1
8244,1
8245,1
8246,0
8247,0
8248,1
8249,0
8250,0
8251,1
8252,0
8253,1
8254,1
8255,1
8256,1
8257,0
8258,1
8259,1
8260,0
8261,0
8262,1
8263,0
8264,1
8265,1
8266,0
8267,1
8268,0
8269,1
8270,0
8271,1
8272,1
8273,1
8274,0
8275,1
8276,1
8277,0
8278,0
8279,0
8280,1
8281,0
8282,1
8283,0
8284,1
8285,0
8286,0
8287,1
8288,0
8289,1
8290,0
8291,1
8292,0
8293,1
8294,1
8295,0
8296,1
8297,0
8298,1
8299,0
8300,0
8301,0
8302,0
8303,0
8304,1
8305,0
8306,0
8307,1
8308,0
8309,0
8310,0
8311,1
8312,0
8313,0
8314,1
8315,0
8316,0
8317,1
8318,0
8319,1
8320,0
8321,1
8322,1
8323,0
8324,1
8325,1
8326,0
8327,1
8328,1
8329,1
8330,1
8331,0
8332,1
8333,0
8334,1
8335,1
8336,0
8337,0
8338,0
8339,1
8340,0
8341,1
8342,0
8343,1
8344,1
8345,0
8346,1
8347,0
8348,1
8349,0
8350,1
8351,0
8352,1
8353,0
8354,1
8355,0
8356,1
8357,0
8358,1
8359,0
8360,0
8361,1
8362,1
8363,0
8364,1
8365,1
8366,0
8367,1
8368,1
8369,0
8370,1
8371,0
8372,0
8373,0
8374,0
8375,1
8376,0
8377,0
8378,0
8379,0
8380,0
8381,1
8382,0
8383,0
8384,1
8385,0
8386,0
8387,1
8388,0
8389,0
8390,0
8391,1
8392,1
8393,0
8394,1
8395,1
8396,0
8397,1
8398,1
8399,1
8400,0
8401,1
8402,1
8403,0
8404,0
8405,0
8406,1
8407,1
8408,1
8409,0
8410,1
8411,0
8412,1
8413,0
8414,0
8415,0
8416,0
8417,1
8418,1
8419,1
8420,0
8421,0
8422,1
8423,0
8424,1
8425,1
8426,1
8427,0
8428,1
8429,1
8430,0
8431,1
8432,1
8433,1
8434,0
8435,0
8436,0
8437,0
8438,1
8439,0
8440,1
8441,0
8442,0
8443,0
8444,0
8445,0
8446,0
8447,0
8448,1
8449,0
8450,1
8451,0
8452,1
8453,1
8454,1
8455,0
8456,1
8457,0
8458,0
8459,0
8460,1
8461,0
8462,1
8463,0
8464,1
8465,1
8466,1
8467,0
8468,1
8469,0
8470,0
8471,1
8472,1
8473,0
8474,0
8475,1
8476,0
8477,0
8478,0
8479,0
8480,0
8481,1
8482,1
8483,0
8484,1
8485,1
8486,1
8487,0
8488,0
8489,1
8490,1
8491,0
8492,0
8493,1
8494,1
8495,1
8496,1
8497,1
8498,1
8499,0
8500,0
8501,1
8502,1
8503,0
8504,1
8505,0
8506,1
8507,1
8508,0
8509,1
8510,1
8511,0
8512,0
8513,0
8514,0
8515,1
8516,1
8517,0
8518,1
8519,0
8520,0
8521,1
8522,0
8523,0
8524,0
8525,1
8526,0
8527,0
8528,0
8529,1
8530,0
8531,1
8532,1
8533,0
8534,0
8535,1
8536,1
8537,0
8538,0
8539,0
8540,0
8541,0
8542,0
8543,1
8544,1
8545,1
8546,1
8547,1
8548,0
8549,1
8550,1
8551,1
8552,1
8553,0
8554,0
8555,0
8556,0
8557,0
8558,0
8559,0
8560,1
8561,1
8562,0
8563,1
8564,1
8565,0
8566,0
8567,1
8568,1
8569,0
8570,0
8571,0
8572,1
8573,1
8574,1
8575,0
8576,0
8577,0
8578,0
8579,1
8580,0
8581,0
8582,1
8583,0
8584,0
8585,1
8586,1
8587,1
8588,1
8589,0
8590,0
8591,0
8592,1
